Topic,Count,Name,Representation,Representative_Docs
52,24,52_olajra_olajárak_szankciókat_tengeren,"['olajra', 'olajárak', 'szankciókat', 'tengeren', 'kivetett', 'feloldja', 'szankciók', 'olaj', 'scott bessent', 'olajat']","['washington enyhítené az orosz olajra kivetett szankciókat az olajárak emelkedése miatt az amerikai kormány fontolgatja, hogy megszüntetne egyes szankciókat, amiket az orosz kőolajvásárlásra vetettek ki – mondta pénteken scott bessent amerikai pénzügyminiszter. ezt egy nappal azután mondta a fox businessnek adott interjújában, hogy az egyesült államok ideiglenes mentességet adott indiá', 'amerika feloldja a tengeren lévő iráni olajra vonatkozó szankciókat az amerikai pénzügyminisztérium ideiglenesen feloldja a jelenleg a tengeren lévő iráni olajra vonatkozó szankciókat, lehetővé téve annak eladását a legtöbb ország számára az olajárak alacsony szinten tartása érdekében. ez a rövid távú engedély lehetővé teszi, hogy körülbelül 140 millió hordó olaj ke', 'scott bessent szerint az usa enyhíthet a már tengeren lévő iráni olajra vonatkozó szankciókon az egyesült államok hamarosan feloldhatja a tankhajókon rekedt iráni olajra kivetett szankciókat, hogy növelje a globális készleteket és csökkentse az árakat – jelentette ki csütörtökön scott bessent amerikai pénzügyminiszter a reuters cikke szerint. a miniszter szerint ezzel 140 millió hordó olaj k']"
53,23,53_húzták_számokat_megtartott_darab,"['húzták', 'számokat', 'megtartott', 'darab', 'zrt', 'héten', 'forint', 'következő', 'heti', 'tájékoztatása']","['valaki 404 millió forintot nyert a hatos lottón a szerencsejáték zrt. tájékoztatása szerint a 10. héten megtartott hatos lottó számsorsoláson a következő számokat húzták ki: nyerőszámok 2 5 20 26 36 43 nyeremények 6 találatos szelvény 1 darab, nyereménye 404 132 140 forint; 5 találatos szelvény 15 darab, nyereményük egyenként 542 870 forint; 4 ta', 'ezek a hatos lottó március 1-jei nyerőszámai a szerencsejáték zrt. tájékoztatása szerint a 9. héten megtartott hatos lottó számsorsoláson a következő számokat húzták ki: nyerőszámok: 2 15 23 34 37 44 nyeremények: 6 találatos szelvény nem volt; 5 találatos szelvény 37 darab, nyereményük egyenként 313.050 forint; 4 találatos szelvény 1322 darab,', 'ötös lottó: ezek voltak az eheti nyerőszámok a szerencsejáték zrt. tájékoztatása szerint a 9. héten megtartott ötös lottó és joker számsorsoláson a következő számokat húzták ki: 5 (öt) 17 (tizenhét) 37 (harminchét) 51 (ötvenegy) 59 (ötvenkilenc) telitalálat nem volt. nyeremények: 4 találatos szelvény 36 darab, nyereményük egyenként 1 775 895 f']"
54,23,54_szentendrén_vitályos_vitályos eszter_eszter,"['szentendrén', 'vitályos', 'vitályos eszter', 'eszter', 'mar', 'lőttek', 'kanadai', 'openai', 'elkövetett garázdaság', 'aktivista']","['fegyveresen elkövetett garázdaság miatt indult nyomozás vitályos eszter aktivistájának ügyében, akire állítása szerint kopogtatás közben lőttek rá fegyveresen elkövetett garázdaság miatt indított büntetőeljárást a szentendrei rendőrkapitányság, miután vitályos eszter fideszes képviselő szombaton közölte , egyik aktivistájára gázpisztollyal lőttek a szentendrei kampány során – írta meg a telex a pest vármegyei rendőrség válaszai alapján. a ható', 'nyomoz a rendőrség, miután vitályos eszter azt közölte, gázpisztollyal lőttek rá az aktivistájukra a szentendrei rendőrkapitányság fegyveresen elkövetett garázdaság miatt indított büntetőeljárást azután, hogy egy vitályos eszter fideszes képviselőjelöltnek dolgozó aktivista azt állította , hogy rálőttek gázfegyverrel szentendrén – közölte megkeresésünkre a pest vármegyei rendőr-főkapitányság. min', 'fegyveresen elkövetett garázdaság miatt nyomoz a rendőrség azután, hogy vitályos eszter szerint szentendrén gázpisztollyal rálőttek az egyik aktivistájukra „a szentendrei rendőrkapitányság fegyveresen elkövetett garázdaság miatt indított büntetőeljárást” – közölte a pest vármegyei rendőrség a telex azon kérdésére, hogy indítottak-e eljárást amiatt, mert vitályos eszter szerint szombaton gázpisztollyal lőttek rá szentendrén az egyik aláírásgyűjtőjére. a']"
55,23,55_legnagyobb cseppfolyósított_otthont_földgáz lng_ras,"['legnagyobb cseppfolyósított', 'otthont', 'földgáz lng', 'ras', 'hírszerzési miniszterét', 'cseppfolyósított földgáz', 'irán hírszerzési', 'állami tulajdonú', 'miniszterét', 'tulajdonú']","['izrael levadászta irán hírszerzési miniszterét, mostantól a többi vezetőt is egyszerűbben likvidálhatják rakéták csapódtak be szerda este katar kulcsfontosságú ipari központjába, ras laffan iparvárosba – közölte az állami tulajdonú katari energiavállalat. a város egy jelentős olajfeldolgozó központnak, valamint a világ legnagyobb cseppfolyósított földgáz- (lng) termelő üzemének ad otthont. a vállalat t', 'izrael levadászta irán hírszerzési miniszterét, mostantól a többi vezetőt is egyszerűbben likvidálhatják rakéták csapódtak be szerda este katar kulcsfontosságú ipari központjába, ras laffan iparvárosba – közölte az állami tulajdonú katari energiavállalat. a város egy jelentős olajfeldolgozó központnak, valamint a világ legnagyobb cseppfolyósított földgáz- (lng) termelő üzemének ad otthont. a vállalat t', 'izrael levadászta irán hírszerzési miniszterét, mostantól a többi vezetőt is egyszerűbben likvidálhatják rakéták csapódtak be szerda este katar kulcsfontosságú ipari központjába, ras laffan iparvárosba – közölte az állami tulajdonú katari energiavállalat. a város egy jelentős olajfeldolgozó központnak, valamint a világ legnagyobb cseppfolyósított földgáz- (lng) termelő üzemének ad otthont. a vállalat t']"
56,23,56_brit_ciprusi_starmer_keir starmer,"['brit', 'ciprusi', 'starmer', 'keir starmer', 'keir', 'brit miniszterelnök', 'légvédelmi', 'szigeten', 'britek', 'egyesült királyság']","['elindult ciprusra a britek légvédelmi rakétákkal felszerelt rombolója egy héttel azután, hogy keir starmer brit miniszterelnök bejelentette, hogy ciprusra vezényli a brit haditengerészet hms dragon nevű rombolóját, a hadihajó kedden délután elhagyta portsmouth kikötőjét és elindult a földközi-tengerre. a brit védelmi minisztérium tájékoztatása szerint a rombolón minte', 'keir starmer: az egyesült királyság nem fogja használni a ciprusi légitámaszpontot irán ellen keir starmer brit miniszterelnök szombaton bejelentette, hogy az egyesült királyság nem fogja használni a ciprusi raf akrotiri légitámaszpontot irán elleni támadó műveletekhez. a miniszterelnöki hivatal közleményében azt írta, starmer azon elköteleződését, miszerint kimarad a közel-keleti konfliktus', 'a ciprusi elnök szerint nem igaz, hogy országa irán egyik célpontja lett volna níkosz hrisztodulídisz ciprusi elnök szerint keir starmer brit miniszterelnök felhívta, hogy „egyértelműen és félreérthetetlenül megerősítse, hogy ciprus nem volt célpont”. starmer azután kényszerült felhívni ciprusi kollégáját, hogy vasárnap reggel john healey brit védelmi miniszter a sky news műso']"
57,23,57_szabadon_hadifogoly_hadifoglyot_svéd,"['szabadon', 'hadifogoly', 'hadifoglyot', 'svéd', 'orosz', 'moszkvából', 'szijjártó', 'szijjártó péter', 'távollétében', 'állampolgárt']","['az oroszok elengedtek két magyar hadifoglyot, szijjártó szerint semmit sem kértek cserébe két magyar-ukrán hadifogoly oroszok általi elengedését érte el a magyar kormány. csütörtök hajnalban érkezett velük budapestre a moszkvába látogató szijjártó péter külügyminiszter. a repülőtéren azt nyilatkozta , hogy vlagyimir putyin orosz elnök a hadifoglyokért nem kért semmit cserébe. a foglyok e', 'szijjártó péter hazahozhat a gépén két hadifoglyot moszkvából, akiknek magyar állampolgárságuk is van a várakozásoknak megfelelően két hadifogoly érkezhet magyarországra az orosz fővárosból szijjártó péter külügyminiszter gépén, akiknek az ukrán mellett magyar állampolgárságuk is van. ez abból az ötperces videóból derült ki, amelyet szijjártó és vlagyimir putyin orosz elnök moszkvai tárgyalásairól h', 'szijjártó péter szerint putyin nem kért semmit cserébe a két hadifogoly elengedéséért csütörtökön kora hajnalban megérkezett moszkvából budapestre az a két ukrán és magyar állampolgársággal is rendelkező hadifogoly, akiket szerdán bocsátottak szabadon. szijjártó péter külügyminiszter a liszt ferenc repülőtéren azt nyilatkozta, hogy vlagyimir putyin orosz elnök a hadifoglyokért nem ké']"
58,23,58_spanyol_ausztria_műveletekhez_engedi,"['spanyol', 'ausztria', 'műveletekhez', 'engedi', 'spanyolország', 'használják', 'osztrák', 'katonai', 'amerikai erőknek', 'minisztérium']","['trump: a kőkorszakba juttatjuk vissza iránt a következő két-három hétben ausztria nem engedi meg az amerikai erőknek, hogy használják a légterét az irán elleni katonai műveletekhez – közölte csütörtökön az osztrák védelmi tárca. a minisztérium az ország semlegességét előíró törvénnyel indokolta az intézkedést. a minisztérium szóvivője ugyan pontos számot nem említett, de', 'trump: a kőkorszakba juttatjuk vissza iránt a következő két-három hétben ausztria nem engedi meg az amerikai erőknek, hogy használják a légterét az irán elleni katonai műveletekhez – közölte csütörtökön az osztrák védelmi tárca. a minisztérium az ország semlegességét előíró törvénnyel indokolta az intézkedést. a minisztérium szóvivője ugyan pontos számot nem említett, de', 'trump: a kőkorszakba juttatjuk vissza iránt a következő két-három hétben ausztria nem engedi meg az amerikai erőknek, hogy használják a légterét az irán elleni katonai műveletekhez – közölte csütörtökön az osztrák védelmi tárca. a minisztérium az ország semlegességét előíró törvénnyel indokolta az intézkedést. a minisztérium szóvivője ugyan pontos számot nem említett, de']"
59,22,59_nyomozást_rendelt_rendőrség_gyanúja,"['nyomozást', 'rendelt', 'rendőrség', 'gyanúja', 'nyomozók', 'ügyben', 'nyomozó', 'knyf', 'ismeretlen', 'gyanújával']","['nyomozást rendeltek el a tisza párt siófoki képviselőjelöltje ellen nagy gábor bálint főügyész csütörtöki, budai gyula fideszes képviselő írásbeli kérdésére adott válasza szerint még március 6-án jelentős vagyoni hátrányt okozó költségvetési csalás gyanújával a kaposvári nyomozó ügyészség nyomozást rendelt el csatári ernő, a tisza párt siófoki körzetben induló jelöl', 'drogbirtoklás gyanúja miatt indított nyomozást a rendőrség a házibuli miatt, ahol magyar péter is megjelent a rendőrség március 13-án kábítószer-birtoklás miatt rendelt el nyomozást a házibuli miatt, ahol magyar péter is ott volt – írja a magyar nemzet . a lap által megismert hatósági határozat szerint „a droggal kapcsolatos bűncselekmény azért merül fel, mert a másfél évvel ezelőtti, budapesten tartott ö', 'korrupciós ügy miatt jelentek meg nyomozók a iii. kerületi önkormányzathoz tartozó piacon „a központi nyomozó főügyészség (knyf) az előtte folyamatban lévő korrupciós ügyben a közelmúltban nyomozati – köztük helyszíni – cselekményeket végzett a iii. kerületben” – közölte a hvg megkeresésére az ügyészség. a lap szerint a nyomozók március 13-án vonultak ki az önkormányzathoz tartozó békásm']"
60,22,60_gdp_adatok_százalékkal_nyers,"['gdp', 'adatok', 'százalékkal', 'nyers', 'növekedés', 'ksh', 'központi statisztikai', 'statisztikai hivatal', 'statisztikai', '2025']","['lehangoló beruházási adat érkezett, ebből így nem lesz egyhamar gazdasági növekedés a beruházások volumene 2025 iv. negyedévében a nyers adatok szerint 1,3 százalékkal elmaradt az előző év azonos időszakától – közölte hétfőn a központi statisztikai hivatal (ksh) . a szezonálisan kiigazított adatok alapján az előző negyedévhez képest a beruházások összértéke mindössze 0,1 százalékka', 'kijöttek a friss számok, alig tudott nőni tavaly a magyar gdp kijött a központi statisztikai hivatal (ksh) második becslése a tavalyi gdp-ről. ez alapján 2025 negyedik negyedévében a gazdaság teljesítménye a nyers adatok szerint 0,8 százalékkal haladta meg az előző év azonos időszakát, a szezonálisan és naptárhatással kiigazított és kiegyensúlyozott adatok sze', 'csökkentette az ing a növekedési előrejelzését 2026-ra a friss gdp-adatok után kijött a központi statisztikai hivatal (ksh) friss becslése, 2025-ben a gdp a nyers adatok esetében mindössze 0,4 százalékkal, a szezonálisan és naptárhatással kiigazított, kiegyensúlyozott adatok szerint 0,3 százalékkal tudta felülmúlni az előző évit . az év utolsó negyedévében a nyers adatok szeri']"
61,22,61_fekete_győri_péceli_ellentüntetőket,"['fekete', 'győri', 'péceli', 'ellentüntetőket', 'pintér bence', 'orbán', 'ellentüntetők', 'orbán viktor', 'viktor', 'nagykanizsai']","['a főutcán, a forgalmat leállítva alakult ki dulakodás orbán viktor péceli fórumán többször és több helyen dulakodás, lökdösődés alakult ki ellentüntetők és nagyrészt fekete ruhás férfiakból álló támogatók között orbán viktor országjárásának szombati, péceli állomásán. a korábbi eseményekről jól ismert fekete ruhás férfiak több helyen kitépték az ellentüntetők kezéből a molinókat', 'pintér bence öt évre kitiltaná a fekete pufajkásokat személyi szabadság megsértése, garázdaság és más bűncselekmények gyanúja miatt feljelentette az ügyészségen orbán viktor miniszterelnök péntek győri rendezvényén ellentüntetőket és más járókelőket vegzáló fekete pufajkásokat pintér bence győri polgármester, és kezdeményezte, hogy öt évre tiltsák ki', 'orbán győri rendezvényén fekete kabátosok lökdösődtek az ellentüntetőkkel lökdösődés alakult ki orbán viktor győri kampánygyűlésén, egy fekete kabátos emberekből álló sorfal nem engedte a széchényi térre az ellentüntetőket. helyszíni tudósítónk szerint a győri jedlik ányos utcánál, egy étterem mellett gyülekeztek az ellentüntetők, amikor megjelent egy csapat fekete kabáto']"
